MUL ID|Chassis|Model|Source|Combined|Tech Base|Unit Type|Movement Type|Weight|Intro Date|Prototype|Production|Common|Extinct|Omni|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis_1|Fluff Date|Capabilities|Overview|History|Deployment|Notes|File Location|File Modified
2038|Marauder|MAD-3R|TR:3039|Marauder MAD-3R|Inner Sphere|Biped Mek|Biped|75.0|2819|-|-|2819+|-|false|Sniper|1363|6627250|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,PPC,Medium Laser,Autocannon/5|D/X-E-D-D|Hyper-Extending Actuators;Command Mech;Narrow/Low Profile|Exposed Weapon Linkage;Directional Torso Mounted Weapon|Bowie Industries|General Motors|Independence Weaponry|Pinard Protectorates Limited|Taurus Territorial Industries|Vandenberg Mechanized Industries|Carlisle|Kathil|Quentin|Pinard|Taurus|New Vandenberg|Dalban HiRez|Dalban Micronics Dalban Micronics|Valiant Lamellor|--|Vlar 300|GM GM Marauder|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Marauder MAD-3R.mtf|2026-06-13
1588|Hussar|HSR-350-D|TR:3039,TR:SW|Hussar HSR-350-D|Inner Sphere|Biped Mek|Biped|30.0|3038|-|-|3038+|-|false|Striker|731|2602340|1|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,Large Laser,Heat Sink|D/X-E-D-D|Rugged (1 Point);Improved Communications|Directional Torso Mounted Weapon|Field Refit|Various|Dynatec 990|Garret T10B|Riese Reliable|--|Pitban 240|Benztrov 40|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Hussar HSR-350-D.mtf|2026-06-13
570|Charger|CGR-SB 'Challenger'|TR:3039,TR:SW|Charger CGR-SB 'Challenger'|Inner Sphere|Biped Mek|Biped|80.0|3025|-|-|3025+|-|false|Juggernaut|1604|6298920|1|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Large Laser,Medium Laser|D/X-E-D-D|Barrel Fists (LA);Easy to Maintain;Bad Reputation (Inner Sphere)||Luthien Armor Works|Wells Technologies|Luthien|Luthien|Dalban Hirez|Tek BattleCom|Durallex Heavy|--|Pitban 240 Fusion|Pitban 240|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Charger CGR-SB.mtf|2026-06-13
3599|Wyvern|WVE-6N|TR:3039|Wyvern WVE-6N|Inner Sphere|Biped Mek|Biped|45.0|2821|-|-|2821+|-|false|Skirmisher|1005|3154765|1|180 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Large Laser,Small Laser,Heat Sink,SRM 6,LRM 10|D/X-E-D-D|Rugged (1 Point)||Maltex Corporation|Errai|Unknown Scrambler-7 Series|Ostmann AMB|Kilosh 1000|Northrup 750|GM 180|Ost Ost Standard|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Wyvern WVE-6N.mtf|2026-06-13
3297|Trebuchet|TBT-5N|TR:3039,TR:SW|Trebuchet TBT-5N|Inner Sphere|Biped Mek|Biped|50.0|2799|-|-|2799+|-|false|Missile Boat|1191|4203500|1|250 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|LRM 15,Medium Laser,Heat Sink|D/X-E-D-D|Easy to Maintain|Fast Reload|Irian BattleMechs Unlimited|Kali Yama Weapons Industries Inc.|Corean Enterprises|Corean Enterprises - MacAdams-Suharno|Irian|Kalidasa|Ramen II|Stewart|Corean B-Tech|Corean TransBand-J9|Starshield Standard|--|Magna 250|Corean Model 9C|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Trebuchet TBT-5N.mtf|2026-06-13
1670|JagerMech|JM6-S|TR:3039,TR:SW|JagerMech JM6-S|Inner Sphere|Biped Mek|Biped|65.0|2774|-|-|2774+|-|false|Sniper|901|5215925|1|260 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Autocannon/5,Autocannon/2,Medium Laser,Heat Sink|D/C-E-D-D|Anti-Aircraft Targeting||Kallon Industries|Independence Weaponry|Talon (Wernke)|Quentin|Garret D2j|Garrett T11-A|Kallon Royalstar|--|Magna 260|Kallon Type XII|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/JagerMech JM6-S.mtf|2026-06-13
645|Clint|CLNT-2-3T (Denton)|TR:3039,TR:SW|Clint CLNT-2-3T (Denton)|Inner Sphere|Biped Mek|Biped|40.0|3033|-|-|3033+|-|false|Striker|873|3542280|1|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Heat Sink,Large Laser,Medium Laser|D/X-E-D-D|Improved Targeting (Long);Improved Targeting (Medium);Non-Standard Parts;Exposed Actuators;Difficult to Maintain||Andoran Industries Ltd.|Bell|Sloane 220 Lockover System|Raldon R1|Durallex Medium|Andoran Model JJII|Pitban 240|Andoran Model III|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Clint CLNT-2-3T Denton.mtf|2026-06-13
3486|Warhammer|WHM-6K|TR:3039|Warhammer WHM-6K|Inner Sphere|Biped Mek|Biped|70.0|2830|-|-|2830+|-|false|Brawler|1305|6013183|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,PPC,Medium Laser,Small Laser,SRM 6|D/X-E-D-D|Rugged (2 Point);Ubiquitous (Inner Sphere);Stable;Searchlight;Ubiquitous (Clans)||StarCorps Industries|Field Refit|Crofton|Various|O/P 1500 ARB|O/P 3000 COMSET|Leviathon Plus|--|VOX 280|StarCorps 100|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Warhammer WHM-6K.mtf|2026-06-13
2858|Sentinel|STN-3KA|TR:3039,TR:SW|Sentinel STN-3KA|Inner Sphere|Biped Mek|Biped|40.0|2830|-|-|2830+|-|false|Scout|847|3100230|1|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Large Laser,Heat Sink,Small Laser,SRM 2|D/X-E-D-D|Improved Communications|Ammo Feed Problems|Field Refit|Various|Unknown Targa-7, Vid-Com-17|StarLink/Benicia Model AS829G|Valiant Lamellor|--|Pitban 240|Defiance Industries Defiant V|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Sentinel STN-3KA.mtf|2026-06-13
3378|Valkyrie|VLK-QF|TR:3039|Valkyrie VLK-QF|Inner Sphere|Biped Mek|Biped|30.0|2967|-|-|2967+|-|false|Missile Boat|653|2124070|1|150 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Flamer,Heat Sink,LRM 10|D/X-E-D-D|Improved Communications;Easy to Maintain||Corean Enterprises|New Avalon|Sync Tracker Sync Tracker (39-42071)|Unknown Lynx-shur|Riese 470|Norse Industries 3S|Omni 150|Corean Model 1AA|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Valkyrie VLK-QF.mtf|2026-06-13
282|BattleMaster|BLR-1D|TR:3039,TR:SW|BattleMaster BLR-1D|Inner Sphere|Biped Mek|Biped|85.0|2867|-|-|2867+|-|false|Brawler|1522|8144193|1|340 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Machine Gun,PPC,Medium Laser|D/X-E-D-D|Command Mech;Weak Head Armor (1)||Field Refit|Various|HarfordCo XKZ 1|HarfordCo COM 4000|StarGuard IV|--|VOX 340|Hollis Mark X|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/BattleMaster BLR-1D.mtf|2026-06-13
2838|Scorpion|SCP-1N (Wendall)|TR:3039|Scorpion SCP-1N (Wendall)|Inner Sphere|Quad Mek|Quad|55.0|3030|-|-|3030+|-|false|Skirmisher|1043|5035950|1|330 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Large Laser,SRM 6,Heat Sink|D/X-E-D-D|Bad Reputation (Clan);Hard to Pilot;Bad Reputation (Inner Sphere)||Field Refit|Various|Garret GRNDTRK 9|Garret 500A|4/Star Slab Standard|--|VOX 330|Brigadier 800F|2026-02-10 14:00:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Scorpion SCP-1N (Wednall).mtf|2026-06-13
750|Crusader|CRD-3K|TR:3039|Crusader CRD-3K|Inner Sphere|Biped Mek|Biped|65.0|2765|-|-|2765+|-|false|Missile Boat|1290|5296610|1|260 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|SRM 6,LRM 10,Medium Laser,Heat Sink|D/C-E-D-D|Rugged (1 Point);Ubiquitous (Inner Sphere);Easy to Maintain;Ubiquitous (Clans)|Stabilized Weapon|Kallon Industries|Nanking|Garret A6|Garret T11-b|Riese 500|--|Magna 260|Crucis B|2026-02-10 14:00:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Crusader CRD-3K.mtf|2026-06-13
593|Cicada|CDA-3C|TR:3039,TR:SW|Cicada CDA-3C|Inner Sphere|Biped Mek|Biped|40.0|2840|-|-|2840+|-|false|Scout|771|3304933|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Machine Gun,PPC,Heat Sink|D/X-E-D-D|No/Minimal Arms||HartfordCo Industries|Bryant|HartfordCo Hartford S1000|HartfordCo Hartford J15 B|Unknown Star Slab/3|--|VOX VOX 280|HartfordCo Hartford 300|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Cicada CDA-3C.mtf|2026-06-13
1136|Flea|FLE-15|TR:3039,TR:SW|Flea FLE-15|Inner Sphere|Biped Mek|Biped|20.0|2523|-|-|2523+|-|false|Scout|430|1519200|1|120 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Medium Laser,Machine Gun,Small Laser,Flamer|D/C-E-D-D|Improved Life Support;Easy to Maintain;No/Minimal Arms||Earthwerks-FWL, Inc.|Earthwerks-FWL, Inc.|Earthwerks-FWL, Inc.|Asuncion|Bernardo|Keystone|Dalban HiRez-B|Neil 2000|Livingston Ceramics Unknown|--|General Motors 120|Earthwerk Trooper|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Flea FLE-15.mtf|2026-06-13
1340|Guillotine|GLT-4P|TR:3039,TR:SW|Guillotine GLT-4P|Inner Sphere|Biped Mek|Biped|70.0|2833|-|-|2833+|-|false|Skirmisher|1376|6152583|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Jump Jet,PPC,Medium Laser,SRM 6|D/X-E-D-D|Searchlight||Field Refit|Various|Pulsar Pulsar Tri-X|StarLink Starlink 955G|Ulston Ulston Prime|Anderson Anderson 398|VOX 280|Crucis Crucis Type V|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Guillotine GLT-4P.mtf|2026-06-13
175|Awesome|AWS-8R|TR:3039,TR:SW|Awesome AWS-8R|Inner Sphere|Biped Mek|Biped|80.0|2683|-|-|2683+|-|false|Missile Boat|1470|6328170|1|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Large Laser,LRM 15,Small Laser|D/C-E-D-D|Battle Fists (LA)||Field Refit|Various|Dynatec 2780|Garrett T19-G|Durallex Heavy Special|--|Pitban 240|Technicron Type G|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Awesome AWS-8R.mtf|2026-06-13
3525|Wasp|WSP-1W|TR:3039|Wasp WSP-1W|Inner Sphere|Biped Mek|Biped|20.0|3009|-|-|3009+|-|false|Scout|373|1633320|1|120 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Jump Jet,Small Laser|D/X-E-D-D|Ubiquitous (Inner Sphere);Easy to Maintain;Extended Torso Twist;Ubiquitous (Clans)||Field Refit|Various|RadCom TXX|Duotech 65|Durallex Light|Rawlings 52|Hermes 120|Irian 1A Type 3|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Wasp WSP-1W.mtf|2026-06-13
1555|Hunchback|HBK-4H|TR:3039,TR:SW|Hunchback HBK-4H|Inner Sphere|Biped Mek|Biped|50.0|2819|-|-|2819+|-|false|Juggernaut|1067|3407875|1|200 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,Heat Sink,Autocannon/10,Small Laser|D/X-E-D-D|Battle Fists (LA);Battle Fists (RA)||KaliYama Weapons Industries|Kalidasa|TRSS Eagle Eye|Omicron 4002 Networking Channel|Starshield Standard|--|Nissan 200|Crucis Type V|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Hunchback HBK-4H.mtf|2026-06-13
1098|Firestarter|FS9-M 'Mirage'|TR:3039,TR:SW|Firestarter FS9-M 'Mirage'|Inner Sphere|Biped Mek|Biped|35.0|2893|-|-|2893+|-|false|Scout|798|3065175|1|210 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Medium Laser,Small Laser,Heat Sink,Machine Gun|D/X-E-D-D|Ubiquitous (Inner Sphere);Ubiquitous (Clans)||Argile Technologies|Skye|Tansech C30-97|Cyclops 14|Livingston Ceramics Unknown|Luxor Load Lifters|Omni 210|Argile H/09|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Firestarter FS9-M Mirage.mtf|2026-06-13
770|Cyclops|CP-10-HQ|TR:3039,TR:SW|Cyclops CP-10-HQ|Inner Sphere|Biped Mek|Biped|90.0|2753|-|2753+|-|-|false|Juggernaut|1113|9420960|3|360 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,LRM 10,ISCollapsibleCommandModule,SRM 4,Heat Sink|D/E-F-E-F|Cowl;Difficult Ejection;Weak Head Armor (2);Battle Computer||Stormvanger Assemblies, Unlimited|Caph|Tacticon Tracer 280|Olmstead 840|Starshield Special|--|Hermes 360|Stormvanger HV-7|2026-02-11 12:58:43|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Cyclops CP-10-HQ.mtf|2026-06-13
3459|Vulcan|VL-5T|TR:3039,TR:SW|Vulcan VL-5T|Inner Sphere|Biped Mek|Biped|40.0|2778|-|-|2778+|-|false|Striker|942|3556700|1|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Machine Gun,Flamer,Jump Jet,Medium Laser|D/C-E-D-D|Narrow/Low Profile||MatherTechno Incorporated|Nimakachi Fusion Products Ltd.|Coventry Metal Works|Northwind|Tematagi|Coventry|Hartford TA10|Hartford 200S|StarGuard I|Pitban Model 9|Pitban 240|Mather Tech 500|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Vulcan VL-5T.mtf|2026-06-13
2837|Scorpion|SCP-1N|TR:3039|Scorpion SCP-1N|Inner Sphere|Quad Mek|Quad|55.0|2570|-|-|2570+|-|false|Skirmisher|1019|5159950|1|330 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|PPC,SRM 6,Heat Sink|D/C-E-D-D|Bad Reputation (Clan);Hard to Pilot;Bad Reputation (Inner Sphere)||Brigadier Corporation|Brigadier Corporation|Oliver|Pike IV|Garret GRNDTRK 9|Garret 500A|4/Star Slab Standard|--|VOX 330|Brigadier 800F|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Scorpion SCP-1N.mtf|2026-06-13
1097|Firestarter|FS9-K|TR:3039,TR:SW|Firestarter FS9-K|Inner Sphere|Biped Mek|Biped|35.0|2550|-|-|2550+|-|false|Scout|763|3069225|1|210 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Small Laser,Large Laser,Jump Jet,Flamer|D/C-E-D-D|Ubiquitous (Inner Sphere);Ubiquitous (Clans)||Argile Technologies|Skye|Tansech C30-97|Cyclops 14|Livingston Ceramics Unknown|Luxor Load Lifters|Omni 210|Argile H/09|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Firestarter FS9-K.mtf|2026-06-13
1297|Griffin|GRF-1N|TR:3039,TR:SW|Griffin GRF-1N|Inner Sphere|Biped Mek|Biped|55.0|2492|-|2492-2504|2505+|-|false|Sniper|1272|4864107|1|275 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|PPC,Jump Jet,LRM 10,Heat Sink|D/C-E-D-D|Rugged (1 Point);Ubiquitous (Inner Sphere);Battle Fists (LA);Battle Fists (RA);Ubiquitous (Clans)|Jettison-Capable Weapon|Earthwerks Incorporated|Defiance Industries|Kallon Industries|Keystone|Hesperus II|Talon|Octagon Octagon Tartrac System C|Neil Neil 6000|Starshield Starshield A|Rawlings Rawlings 55|CoreTek CoreTek 275|Earthwerks Incorporated Earthwerks GRF|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Griffin GRF-1N.mtf|2026-06-13
1140|Flea|FLE-4|TR:3039,TR:SW|Flea FLE-4|Inner Sphere|Biped Mek|Biped|20.0|2501|-|2501-2504|2505+|-|false|Scout|432|1519200|1|120 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Small Laser,Large Laser,Flamer|D/C-E-D-D|Improved Life Support;Easy to Maintain;No/Minimal Arms||Toddlette Industries|Earthwerks-FWL, Inc.|Earthwerks-FWL, Inc.|Earthwerks-FWL, Inc.|Ariel|Asuncion|Bernardo|Keystone|Dalban HiRez-B|Neil 2000|Livingston Ceramics Unknown|--|General Motors 120|Earthwerk Trooper|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Flea FLE-4.mtf|2026-06-13
1897|Locust|LCT-1E|TR:3039,TR:SW|Locust LCT-1E|Inner Sphere|Biped Mek|Biped|20.0|2811|-|-|2811+|-|false|Scout|553|1574200|1|160 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Medium Laser,Small Laser|D/X-E-D-D|Ubiquitous (Inner Sphere);Cramped Cockpit;Compact Mech;Narrow/Low Profile;Ubiquitous (Clans);No/Minimal Arms;Weak Legs||Bergan Industries|Field Refit|Ares|Various|O/P 911|Garrett T10-B|StarSlab /1|--|LTV 160|Bergan VII|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Locust LCT-1E.mtf|2026-06-13
772|Cyclops|CP-10-Z|TR:3039,TR:SW|Cyclops CP-10-Z|Inner Sphere|Biped Mek|Biped|90.0|2710|-|-|2710+|-|false|Juggernaut|1317|9033360|1|360 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,LRM 10,Autocannon/20,SRM 4,Heat Sink|D/D-E-D-D|Cowl;Difficult Ejection;Weak Head Armor (2);Battle Computer||Stormvanger Assemblies, Unlimited|Caph|Tacticon Tracer 280|Olmstead 840|Starshield Special|--|Hermes 360|Stormvanger HV-7|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Cyclops CP-10-Z.mtf|2026-06-13
2336|Orion|ON1-VA|TR:3039,TR:SW|Orion ON1-VA|Inner Sphere|Biped Mek|Biped|75.0|2901|-|-|2901+|-|false|Juggernaut|1328|6321000|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,SRM 4,Medium Laser,Autocannon/10|D/X-E-D-D|Rugged (1 Point);Easy to Maintain;Anti-Aircraft Targeting||Field Refit|Various|Wasat Aggressor Type 5|Irian Orator-5K|Valiant Lamellor|--|Vlar 300|Kali Yama Chassis|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Orion ON1-VA.mtf|2026-06-13
246|Banshee|BNC-3S (Reinesblatt)|TR:3039,TR:SW|Banshee BNC-3S (Reinesblatt)|Inner Sphere|Biped Mek|Biped|95.0|3029|-|-|3029+|-|false|Juggernaut|1678|8331765|1|285 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Hatchet,Large Laser,Autocannon/10,LRM 10,Medium Laser,Small Laser|D/X-F-D-D|Rugged (1 Point);Bad Reputation (Inner Sphere)||Field Refit|Various|Dalban Dalban HiRez-B|Dalban Dalban Comline|Starshield Starshield|--|Pitban Pitban 285|Star League Star League XT|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Banshee BNC-3S Reinesblatt.mtf|2026-06-13
376|Blackjack|BJ-1X|TR:3039,TR:SW|Blackjack BJ-1X|Inner Sphere|Biped Mek|Biped|45.0|2756|-|-|2756+|-|false|Skirmisher|964|3414025|1|225 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Medium Laser,Flamer|D/C-E-D-D|Bad Reputation (Inner Sphere)||General Motors|Kathil|Dalban AQ|Dalban Micronics|StarGuard II|--|VOX 225|GM BJ-1|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Blackjack BJ-1X.mtf|2026-06-13
127|Assassin|ASN-21|TR:3039,TR:SW|Assassin ASN-21|Inner Sphere|Biped Mek|Biped|40.0|2676|-|-|2676+|-|false|Scout|749|3686013|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,Jump Jet,SRM 2,LRM 5,Heat Sink|D/C-E-D-D|Poor Life Support;Easy to Maintain;Non-Standard Parts;Cramped Cockpit||Maltex Corporation|Errai|Garret Garret 500S|Garret Garret T15 B|Unknown 100 AFVTA|Lox Lift Lox Lift Series 1|VOX VOX 280|Maltex Maltex 40|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Assassin ASN-21.mtf|2026-06-13
3298|Trebuchet|TBT-5S|TR:3039,TR:SW|Trebuchet TBT-5S|Inner Sphere|Biped Mek|Biped|50.0|2864|-|-|2864+|-|false|Skirmisher|984|3942500|1|250 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,SRM 6,Medium Laser|D/X-E-D-D|Easy to Maintain|Fast Reload|Refit - Irian BattleMechs Unlimited|Irian|Corean B-Tech|Corean TransBand-J9|Starshield Standard|--|Magna 250|Corean Model 9C|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Trebuchet TBT-5S.mtf|2026-06-13
3487|Warhammer|WHM-6L|TR:3039|Warhammer WHM-6L|Inner Sphere|Biped Mek|Biped|70.0|2825|-|-|2825+|-|false|Brawler|1311|6031883|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,PPC,Medium Laser,Small Laser,Flamer,SRM 6|D/X-E-D-D|Rugged (2 Point);Ubiquitous (Inner Sphere);Stable;Searchlight;Ubiquitous (Clans)||Earthwerks Ltd.|Tikonov|O/P 1500 ARB|O/P 3000 COMSET|Leviathon Plus|--|VOX 280|StarCorps 100|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Warhammer WHM-6L.mtf|2026-06-13
670|Commando|COM-2D|TR:3039,TR:SW|Commando COM-2D|Inner Sphere|Biped Mek|Biped|25.0|2486|-|2486-2504|2505+|-|false|Striker|541|1823750|1|150 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,SRM 4,Heat Sink,SRM 6|D/C-E-D-D|Exposed Actuators;Narrow/Low Profile||Coventry Defense Conglomerate|Coventry Metal Works|Vandenberg Mechanized Industries|Rim Motors|Coventry|Coventry|Illiushin|Otisberg|TharHes Star Shark|TharHes Crystal Flower RG-2|Lexington Limited Standard|--|GM 150|Coventry Metal Works Standard|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Commando COM-2D.mtf|2026-06-13
126|Assassin|ASN-101|TR:3039,TR:SW|Assassin ASN-101|Inner Sphere|Biped Mek|Biped|40.0|3024|-|-|3024+|-|false|Scout|757|3457463|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Small Laser,Medium Laser,Jump Jet,SRM 2,LRM 5,Heat Sink|D/X-E-D-D|Poor Life Support;Easy to Maintain;Non-Standard Parts;Cramped Cockpit||Jalastar Aerospace (Refit)|Panpour|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Assassin ASN-101.mtf|2026-06-13
147|Atlas|AS7-RS|TR:3039,TR:SW|Atlas AS7-RS|Inner Sphere|Biped Mek|Biped|100.0|2892|-|-|2892+|-|false|Juggernaut|1849|9102000|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Large Laser,LRM 15,SRM 4,Autocannon/10|D/X-E-D-D|Improved Communications;Battle Fists (LA);Distracting;Battle Fists (RA);Command Mech||Independence Weaponry|Field Refit|Quentin|Various|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300|Foundation Type 10X|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Atlas AS7-RS.mtf|2026-06-13
480|Catapult|CPLT-C1b|TR:3039,TR:SW|Catapult CPLT-C1b|Inner Sphere|Biped Mek|Biped|65.0|2688|-|2688-2814, 3041-3054|3055+|2815-3040|false|Missile Boat|1570|6123425|2|260 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,LRM 15,ISDoubleHeatSink,Jump Jet,Medium Laser,ISCASE|E/D-F(F*)-D-D|No/Minimal Arms;Weak Head Armor (1)||Hollis Incorporated|Hollis Incorporated|Corey|Various|O/P 1078|O/P COM-211|Unknown Ferro-Fibrous|Anderson Model 25|Magna 260|Hollis Mark II|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/Catapult CPLT-C1b.mtf|2026-06-13
3355|UrbanMech|UM-R60L|TR:3039,TR:SW|UrbanMech UM-R60L|Inner Sphere|Biped Mek|Biped|30.0|2925|-|-|2925+|-|false|Ambusher|470|1568125|1|60 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Small Laser,Autocannon/20,Jump Jet|D/X-E-D-D|Extended Torso Twist;Narrow/Low Profile;No/Minimal Arms||Hellespont Industrials|Betelgeuse|Dalban Dalban Urban|Dalban Dalban Interact|Durallex Durallex Medium|Pitban Pitban 6000|Leenex Leenex 60|Republic Republic-R|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3039u/UrbanMech UM-R60L.mtf|2026-06-13
