className,subCategory,name,internalName,infantryDamage,infantryRange,shots,bursts,crew,ammoType,tonnage,bv,cost,rulesRefs,techBase,techRating,isIntroYear,clanIntroYear
InfantrySupportPortableAutocannonWeapon,support,Autocannon (Semi-Portable),Autocannon (Semi-Portable),0.77,1,200,8,2,INFANTRY,.025,2.35,2000,"273, TM",ALL,C,2100,2100
InfantrySupportPortableFlamerWeapon,support,Flamer (Man-Portable),Flamer (Man-Portable),0.55,0,12,,1,INFANTRY,.015,0.50,100,"273, TM",ALL,C,,
InfantrySupportMagshotGaussRifleWeapon,support,Gauss Rifle (Magshot),Gauss Rifle (Magshot),0.74,2,20,,2,INFANTRY,.045,3.78,8500,"273, TM",IS,E,3058,
InfantrySupportTsunamiHeavyGaussRifleWeapon,support,Gauss Rifle (Tsunami Heavy),Gauss Rifle (Tsunami Heavy),0.63,2,5,,1,INFANTRY,.0125,3.22,5500,"273, TM",IS,E,3053,
InfantrySupportLRMWeapon,support,LRM Launcher (Corean Farshot),InfantryLRM,0.48,3,1,,,INFANTRY,.03,3.44,2000,"273, TM",IS,D,3055,
InfantrySupportLRMInfernoWeapon,support,LRM Launcher (Corean Farshot) w/Inferno,InfantryLRMInferno,0.19,3,1,,,INFANTRY,.03,1.36,2000,"273, TM",IS,D,3055,
InfantrySupportOneShotMRMWeapon,support,MRM Launcher,InfantryOneShotMRM,0.53,2,1,,1,INFANTRY,.03,2.71,2500,"273, TM",IS,D,3063,
InfantrySupportOneShotMRMInfernoWeapon,support,MRM Launcher w/Inferno,InfantryOneShotMRMInferno,0.26,2,1,,1,INFANTRY,.03,1.33,2500,"273, TM",IS,D,3063,
InfantrySupportMagPulseHarpoonWeapon,support,Mag-Pulse Harpoon Gun,Mag-Pulse Harpoon Gun,0.37,3,1,,2,INFANTRY,.095,1.47,12000,"176, AToW-C",IS,E,3070,
InfantrySupportFiredrakeNeedlerWeapon,support,"Needler, Support (Firedrake)","Needler, Support (Firedrake)",1.2,1,30,3,2,INFANTRY,.025,6.13,500,"273, TM",IS,D,3058,
InfantrySupportSemiPortablePPCWeapon,support,Particle Cannon (Semi-Portable),Particle Cannon (Semi-Portable),0.72,2,25,,2,INFANTRY,.040,3.68,7000,"273, TM",ALL,E,2430,2430
InfantrySupportPortablePlasmaWeapon,support,Plasma Rifle (Man-Portable),Plasma Rifle (Man-Portable),1.58,2,10,,1,INFANTRY,.030,8.08,7500,"273, TM",IS,E,3063,
InfantrySupportRocketLauncherLAWWeapon,support,Rocket Launcher (LAW),Rocket Launcher (LAW),0.53,2,,,1,NA,.004,2.71,350,"273, TM",ALL,C,1950,1950
InfantrySupportRocketLauncherVLAWWeapon,support,Rocket Launcher (V-LAW),Rocket Launcher (V-LAW),0.48,1,,,1,NA,.0022,1.47,75,"273, TM",ALL,C,1950,1950
InfantrySupportSnubNoseSupportPPCWeapon,support,Support PPC (Snub-Nose),Support PPC (Snub-Nose),1.58,5,150,,3,INFANTRY,1.6,0.0,60000,"176, AToW-C",IS,E,3075,
InfantrySupportTAGWeapon,support,"TAG (Light, Man-Portable)","TAG (Light, Man-Portable)",,,,,,,.020,,40000,"273, TM",ALL,E,2598,2598
InfantrySupportVintageGatlingGunWeapon,support,Vintage Gatling Gun,Vintage Gatling Gun,0.17,2,480,40,4,INFANTRY,0.296,0.0,450000,"195, AToW-C",ALL,B,1950,1950
InfantrySupportVintageMiniGunWeapon,support,Vintage MiniGun,Vintage MiniGun,0.81,2,500,10,2,INFANTRY,.021,0.0,50000,"195, AToW-C",ALL,C,1950,1950
InfantrySupportWireGuidedMissileWeapon,support,Wire-Guided Missile Launcher,Wire-Guided Missile Launcher,1.08,2,1,,4,INFANTRY,0.095,0.00,800000,"195, AToW-C",ALL,C,,
InfantrySupportClanBearhunterAutocannonWeapon,support/clan,Autocannon (Bearhunter Superheavy),Autocannon (Bearhunter Superheavy),2.33,0,180,6,2,INFANTRY,0.040,2.13,3000,"273, TM",CLAN,D,,3059
InfantrySupportClanERHeavyLaserWeapon,support/clan,"Support Laser (ER Heavy, Clan)","Support Laser (ER Heavy, Clan)",1.26,7,7,,3,INFANTRY,.240,18.52,80000,"273, TM",CLAN,F,,2825
InfantrySupportClanERLaserWeapon,support/clan,"Support Laser (ER, Clan)","Support Laser (ER, Clan)",1.05,4,10,,2,INFANTRY,.100,10.27,11250,"273, TM",CLAN,F,,2824
InfantrySupportClanSemiPortableERLaserWeapon,support/clan,"Support Laser (ER, Semi-Portable)","Support Laser (ER, Semi-Portable)",0.70,3,15,,2,INFANTRY,.025,5.02,10000,"273, TM",CLAN,F,,3056
InfantrySupportClanSemiPortableHeavyLaserWeapon,support/clan,"Support Laser (Heavy, Semi-Portable)","Support Laser (Heavy, Semi-Portable)",1.05,3,10,,3,INFANTRY,0.025,7.53,20000,"273, TM",CLAN,F,,3055
InfantrySupportClanSemiPortablePulseLaserWeapon,support/clan,Support Pulse Laser (Semi-Portable),Support Pulse Laser (Semi-Portable),0.55,2,25,2,2,INFANTRY,.040,2.81,12500,"273, TM",CLAN,F,,3056
InfantrySupportGrandMaulerGaussCannonWeapon,support/gauss,Gauss Cannon (Grand Mauler),Gauss Cannon (Grand Mauler),0.63,2,5,,1,INFANTRY,.014,3.22,5000,"273, TM",IS,E,3055,
InfantrySupportGungnirHeavyGaussWeapon,support/gauss,Gauss Rifle (Gungnir Heavy Support),Gauss Rifle (Gungnir Heavy Support),1.23,3,10,,3,INFANTRY,0.006,0.0,15000,"176, AToW-C",IS,E,3074,
InfantrySupportDavidLightGaussRifleWeapon,support/gauss,"Gauss Rifle, Light (David)","Gauss Rifle, Light (David)",0.56,3,8,2,1,INFANTRY,.018,4.01,6000,"273, TM",IS,E,3060,
InfantrySupportKingDavidLightGaussRifleWeapon,support/gauss,"Gauss Rifle, Light (King David)","Gauss Rifle, Light (King David)",0.68,3,80,16,2,INFANTRY,.03,4.87,8000,"273, TM",IS,E,3060,
InfantrySupportGrenadeLauncherWeapon,support/grenadeLauncher,Grenade Launcher,Grenade Launcher,0.81,1,10,,1,INFANTRY,.005,2.48,465,"273, TM",ALL,C,1950,1950
InfantrySupportGrenadeLauncherAutoWeapon,support/grenadeLauncher,Grenade Launcher (Auto),InfantryAutoGL,1.49,1,20,4,1,INFANTRY,.012,4.55,975,"273, TM",ALL,C,2100,2100
InfantrySupportGrenadeLauncherAutoInfernoWeapon,support/grenadeLauncher,Grenade Launcher (Auto) - Inferno,InfantryAutoGLInferno,0.41,1,20,4,1,INFANTRY,.012,1.25,975,"273, TM",ALL,C,2100,2100
InfantrySupportGrenadeLauncherCompactWeapon,support/grenadeLauncher,Grenade Launcher (Compact),Grenade Launcher (Compact),0.16,1,1,,1,INFANTRY,.003,0.49,290,"273, TM",ALL,C,2100,2100
InfantrySupportGrenadeLauncherHeavyAutoWeapon,support/grenadeLauncher,Grenade Launcher (Heavy Auto),InfantryHeavyAutoGrenadeLauncher,1.93,1,20,3,1,INFANTRY,.020,5.90,4500,"273, TM",CLAN,D,,2896
InfantrySupportGrenadeLauncherHeavyAutoInfernoWeapon,support/grenadeLauncher,Grenade Launcher (Heavy Auto) w/Inferno,InfantryHeavyAutoGrenadeLauncherInferno,0.96,1,20,3,1,INFANTRY,.020,2.93,4500,"273, TM",CLAN,D,,2896
InfantrySupportGrenadeLauncherInfernoWeapon,support/grenadeLauncher,Grenade Launcher - Inferno,InfantryGrenadeLauncherInferno,0.34,1,10,,1,INFANTRY,.005,1.04,465,"273, TM",ALL,C,1950,1950
InfantrySupportHeavyFlamerWeapon,support/heavy,Flamer (Heavy),Flamer (Heavy),0.79,0,3,,2,INFANTRY,.025,0.72,200,"273, TM",ALL,C,2100,2100
InfantrySupportHeavyGrenadeLauncherWeapon,support/heavy,Grenade Launcher (Heavy),InfantryHeavyGrenadeLauncher,1.76,1,20,4,1,INFANTRY,.018,5.38,1500,"273, TM",IS,C,3049,
InfantrySupportHeavyGrenadeLauncherInfernoWeapon,support/heavy,Grenade Launcher (Heavy) w/Inferno,InfantryHeavyGrenadeLauncherInferno,0.69,1,20,4,1,INFANTRY,.018,2.11,1500,"273, TM",IS,C,3049,
InfantrySupportHeavyPPCWeapon,support/heavy,Particle Cannon (Support),Particle Cannon (Support),1.58,3,150,,5,INFANTRY,1.800,11.32,45000,"273, TM",ALL,E,2465,2465
InfantrySupportHeavyLaserWeapon,support/heavy,Support Laser (Heavy),Support Laser (Heavy),1.47,5,7,,3,INFANTRY,.300,17.35,40000,"273, TM",ALL,D,2400,2400
InfantrySupportHeavyPulseLaserWeapon,support/heavy,Support Pulse Laser (Heavy),Support Pulse Laser (Heavy),0.98,4,18,3,4,INFANTRY,.300,9.58,60000,"273, TM",ALL,E,2610,2610
InfantrySupportHellboreAssaultLaserWeapon,support/laser,Laser (Hellbore Assault),Laser (Hellbore Assault),0.63,2,15,,1,INFANTRY,.020,3.22,2500,"273, TM",IS,E,3054,
InfantrySupportDragonsbaneDisposablePulseLaserWeapon,support/laser,Pulse Laser (Dragonsbane Disposable),Pulse Laser (Dragonsbane Disposable),0.49,3,,,1,NA,.007,5.08,5000,"273, TM",IS,E,3054,
InfantrySupportLaserWeapon,support/laser,Support Laser,Support Laser,0.84,3,15,,2,INFANTRY,.072,6.02,10000,"273, TM",ALL,D,2377,2377
InfantrySupportERHeavyLaserWeapon,support/laser,"Support Laser (ER Heavy, IS)","Support Laser (ER Heavy, IS)",1.05,6,7,,4,INFANTRY,.250,13.88,80000,"273, TM",IS,E,3054,
InfantrySupportERLaserWeapon,support/laser,"Support Laser (ER, IS)","Support Laser (ER, IS)",0.84,4,10,,2,INFANTRY,.110,8.21,11250,"273, TM",IS,E,3054,
InfantrySupportSemiPortableLaserWeapon,support/laser,Support Laser (Semi-Portable),Support Laser (Semi-Portable),0.61,3,21,,2,INFANTRY,.040,4.37,5000,"273, TM",ALL,D,2395,2395
InfantrySupportLaserUltraHeavyWeapon,support/laser,Support Laser (Ultra-Heavy),Support Laser (Ultra-Heavy),1.72,5,5,,4,INFANTRY,.250,20.31,100000,"273, TM",CLAN,F,,3055
InfantrySupportPulseLaserWeapon,support/laser,Support Pulse Laser,Support Pulse Laser,0.81,3,21,4,2,INFANTRY,.150,5.81,16000,"273, TM",ALL,E,2605,2605
InfantrySupportMGLightWeapon,support/mg,Machine Gun (Light),Machine Gun (Light),0.49,1,45,3,1,INFANTRY,.007,1.50,400,"273, TM",ALL,C,1950,1950
InfantrySupportMGPortableWeapon,support/mg,Machine Gun (Portable),Machine Gun (Portable),0.65,1,75,5,,INFANTRY,.0115,1.99,1000,"273, TM",ALL,C,1950,1950
InfantrySupportMGSemiPortableWeapon,support/mg,Machine Gun (Semi-Portable),Machine Gun (Semi-Portable),0.75,1,80,4,2,INFANTRY,.020,2.29,1000,"273, TM",ALL,C,1950,1950
InfantrySupportMGSupportWeapon,support/mg,Machine Gun (Support),Machine Gun (Support),0.94,2,100,5,2,INFANTRY,.044,4.80,1750,"273, TM",ALL,C,1950,1950
InfantrySupportMGVintageWeapon,support/mg,Machine Gun (Vintage),Machine Gun (Vintage),0.39,1,90,9,1,INFANTRY,.011,0.0,6000,"195, AToW-C",ALL,C,1950,1950
InfantrySupportMortarHeavyWeapon,support/mortar,Mortar (Heavy),InfantryHeavyMortar,0.57,3,1,,3,INFANTRY,.220,4.09,5000,"273, TM",ALL,B,1950,1950
InfantrySupportMortarHeavyInfernoWeapon,support/mortar,Mortar (Heavy) - Inferno,InfantryHeavyMortarInferno,0.34,3,1,,3,INFANTRY,.220,2.44,5000,"273, TM",ALL,B,1950,1950
InfantrySupportMortarLightWeapon,support/mortar,Mortar (Light),InfantryLightMortar,0.53,1,1,,2,INFANTRY,.050,1.62,1400,"273, TM",ALL,B,1950,1950
InfantrySupportMortarLightInfernoWeapon,support/mortar,Mortar (Light) - Inferno,InfantryLightMortarInferno,0.26,1,1,,2,INFANTRY,.050,0.79,1400,"273, TM",ALL,B,1950,1950
InfantrySupportRecoillessRifleHeavyWeapon,support/recoillessRifle,Recoilless Rifle (Heavy),InfantryHRR,0.57,2,1,,3,INFANTRY,.060,2.91,3000,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleHeavyInfernoWeapon,support/recoillessRifle,Recoilless Rifle (Heavy) - Inferno,InfantryHRRInferno,0.34,2,1,,3,INFANTRY,.060,1.74,3000,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleLightWeapon,support/recoillessRifle,Recoilless Rifle (Light),InfantryLRR,0.48,2,1,,1,INFANTRY,.008,2.45,300,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleLightInfernoWeapon,support/recoillessRifle,Recoilless Rifle (Light) - Inferno,InfantryLRRInferno,0.19,2,1,,1,INFANTRY,.008,0.97,300,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleMediumWeapon,support/recoillessRifle,Recoilless Rifle (Medium),InfantryMRR,0.53,2,1,,2,INFANTRY,.032,2.71,2000,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleMediumInfernoWeapon,support/recoillessRifle,Recoilless Rifle (Medium) - Inferno,InfantryMRRInferno,0.26,2,1,,2,INFANTRY,.032,1.33,2000,"273, TM",ALL,C,1950,1950
InfantrySupportSRMHeavyWeapon,support/srm,SRM Launcher (Heavy),InfantryHeavySRM,0.57,2,1,,,INFANTRY,.020,2.91,3000,"273, TM",ALL,C,2366,2366
InfantrySupportSRMHeavyInfernoWeapon,support/srm,SRM Launcher (Heavy) w/ Inferno,InfantryHeavySRMInferno,0.34,2,1,,,INFANTRY,0.020,1.74,3000,"273, TM",ALL,C,2366,2366
InfantrySupportSRMLightWeapon,support/srm,SRM Launcher (Light),InfantrySRMLight,0.57,2,2,,,INFANTRY,.010,2.91,1500,"273, TM",ALL,C,2365,2365
InfantrySupportSRMLightInfernoWeapon,support/srm,SRM Launcher (Light) - Inferno,InfantrySRMLightInferno,0.34,2,2,,,INFANTRY,.010,1.74,1500,"273, TM",ALL,C,2365,2365
InfantrySupportSRMStandardWeapon,support/srm,"SRM Launcher (Std, Two-Shot)",InfantryStandardSRM,1.14,2,2,,1,INFANTRY,.030,5.83,1500,"273, TM",ALL,C,2365,2365
InfantrySupportSRMStandardInfernoWeapon,support/srm,"SRM Launcher (Std, Two-Shot) - Inferno",InfantryStandardSRMInferno,0.68,2,2,,,INFANTRY,.030,3.48,1500,"273, TM",ALL,C,2365,2365
